title,visitId,name,persistentCart,timestamp
"Cart - Best Buy","8c46a52d-b65e-43ff-b4c6-7eef3e325ee8","VIJAYCHIMATA","True","2025-01-21 23:26:15"
"Cart - Best Buy","990075aa-5e7e-412a-8c82-ecbdc4920d55","VIKATARI","False","2025-01-21 11:44:56"
"Clearance Electronics Outlet - Best Buy","3e29db8b-6a3f-4e16-9678-86ec9e308ddf","ANVITAD23","True","2025-01-21 03:08:35"
"Member Deals - Best Buy","4706e780-51a7-434c-be2c-74782fa725b7","SRIKANTHPITTA18","False","2025-01-21 01:45:25"
"Best Buy Top Deals","51f97d85-0088-417f-8c60-05074554c20d","SASI2025","True","2025-01-21 06:12:16"
"Member Deals - Best Buy","3e37a29a-668d-4256-b43d-af05a8645808","ANVITAD23","False","2025-01-21 09:07:09"
"Best Buy Top Deals","b560ee59-01be-4d8d-a6fd-ccf8a712853b","VIKATARI","True","2025-01-21 16:41:37"
"Clearance Electronics Outlet - Best Buy","42a24baa-2e30-44a6-b32f-20497d65895e","NANDY_12","False","2025-01-21 01:30:33"
"Track Your Repair - Best Buy","1c1a8d24-76cb-404e-9880-f5f7f9408661","ABAGAM","True","2025-01-21 05:40:12"
"Track Your Repair - Best Buy","61631c92-f9e6-4f43-85f0-aba0f9eb5a39","SHIVA005_ARCH","False","2025-01-21 19:31:43"
"Track Your Repair - Best Buy","15b5be71-d0f5-4b9c-8e82-568b2b6a9391","MANIDEEPBOYAPATI9","True","2025-01-21 20:47:27"
"Clearance Electronics Outlet - Best Buy","7fb45963-e37c-493e-9a94-1b108c11cc14","NANDY_12","True","2025-01-21 12:34:05"
"Best Buy | Official Online Store | Shop Now &amp; Save","3166ac57-7fc1-4727-89e6-f1331cd79335","ABAGAM","False","2025-01-21 19:51:40"
"Best Buy Top Deals","6f00366d-3531-4103-8de1-b43debb00ed5","ABAGAM","False","2025-01-21 06:52:15"
"Member Deals - Best Buy","700e1407-46b3-4ccd-9437-407a3647393e","AMRUTHABOYAPATI","True","2025-01-21 11:50:04"
"Cart - Best Buy","3593981b-596a-48ca-8bf1-924f0d438026","ABAGAM","False","2025-01-21 21:17:54"
"Best Buy Support & Customer Service","29ff86d3-f38e-411f-bf32-dadfee6d3c7c","MANIDEEPBOYAPATI9","False","2025-01-21 05:13:22"
"Track Your Repair - Best Buy","7fc54bb1-910c-4aa4-b15c-61899309ed9f","SASI2025","True","2025-01-21 21:56:14"
"Best Buy Top Deals","790bb262-e9e2-4f54-94d0-ebcc632cb870","SRIBIGDATA24","True","2025-01-21 07:36:58"
"Member Deals - Best Buy","c2802435-e48b-4b86-9402-da530c0c9510","THOTARAVANA3","False","2025-01-21 15:14:35"
"Remote Support: Geek Squad - Best Buy","73dd153c-32d6-49d6-99d7-fd96b796cc4c","SRIKANTHPITTA18","True","2025-01-21 14:16:38"
"Best Buy Top Deals","dc46c0b9-0e65-44a7-889d-f6d8501c110b","ABAGAM","True","2025-01-21 11:46:27"
"Schedule a Service - Best Buy","1377f9e0-e8b1-4c67-a9fd-d821dacd10dc","ANVITAD23","False","2025-01-21 01:29:09"
"Deal of the Day: Electronics Deals - Best Buy","2ec066bb-3ed5-410c-a4cf-5e844dcbc0af","SRIKANTHPITTA18","False","2025-01-21 06:02:15"
"Clearance Electronics Outlet - Best Buy","8b5072a0-d805-43d1-ae46-5cdec01f719c","MANIDEEPBOYAPATI9","True","2025-01-21 04:13:34"
"Best Buy Support & Customer Service","4ea7272a-2e35-42d5-b1cd-b287c1c8c12d","SRIKANTHPITTA18","False","2025-01-21 18:56:41"
"Clearance Electronics Outlet - Best Buy","08471ebe-006e-4d68-b9f5-272600958aea","AMRUTHABOYAPATI","False","2025-01-21 07:05:05"
"Best Buy | Official Online Store | Shop Now &amp; Save","69efcf41-fde1-4972-a1ec-95ec22858d6d","VIKATARI","True","2025-01-21 03:12:01"
"Track Your Repair - Best Buy","496f78a2-d924-434d-b77e-3ada5d84efb9","NAGALAKSHMI529","True","2025-01-21 15:45:50"
"Schedule a Service - Best Buy","39f1c042-07c2-4d7f-9d84-c0a84da840bf","MANIDEEPBOYAPATI9","True","2025-01-21 02:38:18"
"Member Deals - Best Buy","43d0bb85-773b-48bf-8c53-168228ac3ab8","RTUMMALA999","True","2025-01-21 12:57:21"
"Cart - Best Buy","734f64e1-022b-44e2-b173-67f89278aeed","SRIKANTHPITTA18","False","2025-01-21 03:24:36"
"Best Buy Top Deals","22e1bc7e-0386-48a7-8d66-b3feea55210f","NANDY_12","False","2025-01-21 03:43:09"
"Best Buy Support & Customer Service","7ce352ba-7c0f-4a68-ad70-fd18df40ae0c","AMRUTHABOYAPATI","True","2025-01-21 23:33:00"
"Best Buy Support & Customer Service","0e3e17d6-01cd-482c-89b8-4f9c81992c67","VIKATARI","True","2025-01-21 04:16:27"
"Track Your Repair - Best Buy","d64f7d9e-1bc1-48e0-829d-95e984dfb0b6","AMRUTHABOYAPATI","True","2025-01-21 00:03:21"
"Member Deals - Best Buy","209a28b5-28e9-4ce5-8e56-b8e3b83720cb","ABAGAM","True","2025-01-21 22:54:08"
"Best Buy Top Deals","ccab30bd-3baa-4d98-96f0-c54b25f36f9b","ANVITAD23","True","2025-01-21 00:36:21"
"Remote Support: Geek Squad - Best Buy","c3ab25ae-1457-45fa-b954-0a93c8d6891d","AMRUTHABOYAPATI","True","2025-01-21 00:08:01"
"Best Buy Top Deals","054432f7-69a1-47ee-8400-6e37652962c2","SRIKANTHPITTA18","True","2025-01-21 23:42:43"
"Remote Support: Geek Squad - Best Buy","63651213-82db-419f-b9b8-bb99937469c4","AMRUTHABOYAPATI","True","2025-01-21 13:32:48"
"Member Deals - Best Buy","b96b2bcb-28ff-4f3d-b7b3-72d80b68de47","NANDY_12","True","2025-01-21 14:39:25"
"Best Buy | Official Online Store | Shop Now &amp; Save","706ecd96-2c91-4402-a61c-1f2ffac58b18","RTUMMALA999","False","2025-01-21 14:54:45"
"Schedule a Service - Best Buy","4cb6ae9d-a8ea-4dfd-8c6c-fdbc3c86c21b","VIKATARI","False","2025-01-21 18:48:18"
"Best Buy Top Deals","a46426cf-cf5f-463d-855d-300274ffc32f","SHIVA005_ARCH","True","2025-01-21 18:11:17"
"Member Deals - Best Buy","7f40ac05-a444-4230-875a-30b3adce4e7f","SHIVA005_ARCH","False","2025-01-21 22:56:54"
"Cart - Best Buy","0ee7584a-15f5-40e4-abc0-eda78d97767f","ABAGAM","False","2025-01-21 21:36:23"
"Best Buy | Official Online Store | Shop Now &amp; Save","51da2e03-c7c5-4dbf-b2cd-6d78928540c2","AMRUTHABOYAPATI","True","2025-01-21 01:18:14"
"Cart - Best Buy","eecc7603-3741-4ed2-b116-e7013f3f7420","THOTARAVANA3","False","2025-01-21 11:38:33"
"Deal of the Day: Electronics Deals - Best Buy","f038b130-149e-4c9d-907d-259ceb79e79e","SHIVA005_ARCH","False","2025-01-21 09:28:14"
"Track Your Repair - Best Buy","1947d1a9-3918-4240-8e01-c042ec4f1f98","ABAGAM","False","2025-01-21 17:43:50"
"Cart - Best Buy","c3e19e13-c569-4f81-ab35-987570f3fd7a","SHIVA005_ARCH","False","2025-01-21 16:05:19"
"Schedule a Service - Best Buy","32f935d4-7cd9-4bd9-a9ba-e854c32092d4","VIKATARI","False","2025-01-21 21:22:32"
"Best Buy | Official Online Store | Shop Now &amp; Save","8ccfa26d-ede6-4104-95af-a5d88064734b","THOTARAVANA3","False","2025-01-21 11:26:46"
"Best Buy Top Deals","813d6574-38b5-47e1-9fdc-9a0ab1733fb8","MANIDEEPBOYAPATI9","False","2025-01-21 20:54:05"
"Track Your Repair - Best Buy","f3453171-2cba-405c-b338-633bdad735c6","BHAVANA916","False","2025-01-21 17:15:55"
"Deal of the Day: Electronics Deals - Best Buy","f0bc22e7-2e2c-4746-9b1b-78fe9404e08f","NAGALAKSHMI529","False","2025-01-21 20:07:57"
"Cart - Best Buy","6cfb095c-ed89-4670-b654-0e9989f51315","MANIDEEPBOYAPATI9","True","2025-01-21 00:27:27"
"Schedule a Service - Best Buy","57feb9b6-e3dc-444d-acc6-f7d273c35e4b","MANIDEEPBOYAPATI9","False","2025-01-21 02:14:03"
"Remote Support: Geek Squad - Best Buy","22d95463-a689-4366-b121-c826090bef6c","SRIBIGDATA24","False","2025-01-21 14:29:53"
"Best Buy Top Deals","0f29071e-9ece-4c72-88ad-fc6817550f3c","BHAVANA916","True","2025-01-21 16:50:44"
"Member Deals - Best Buy","3f75b20c-a505-4119-be6e-6f96ccbd2279","SHIVA005_ARCH","True","2025-01-21 18:14:24"
"Deal of the Day: Electronics Deals - Best Buy","c4f681e3-114f-4b2c-b7a7-6ac58e9d998e","THOTARAVANA3","False","2025-01-21 14:11:31"
"Remote Support: Geek Squad - Best Buy","97396901-c27f-49a8-aa1f-8a447f108be2","NANDY_12","False","2025-01-21 03:57:20"
"Clearance Electronics Outlet - Best Buy","33df01ec-ef7b-4755-b2c8-ddf0c82f66e2","RTUMMALA999","False","2025-01-21 04:15:52"
"Member Deals - Best Buy","11455f2b-b9bc-4c87-9b63-d7a5e46e516c","THOTARAVANA3","False","2025-01-21 22:49:13"
"Best Buy Support & Customer Service","0e1ba551-13fa-4357-b517-d91c36100907","AMRUTHABOYAPATI","False","2025-01-21 20:43:28"
"Best Buy Top Deals","15cc4179-8fd3-48b7-ac44-629fe1516a77","SHIVA005_ARCH","True","2025-01-21 21:18:06"
"Best Buy Support & Customer Service","d523cc12-3c7f-452e-a207-f83d7c7506a8","BHAVANA916","True","2025-01-21 16:57:27"
"Best Buy | Official Online Store | Shop Now &amp; Save","61994bc3-53af-4993-bcf3-09a32b0ba0f5","ABAGAM","True","2025-01-21 11:38:05"
"Cart - Best Buy","423c70c3-e59b-4e15-b307-7aa8089682ff","THOTARAVANA3","False","2025-01-21 06:17:38"
"Best Buy Support & Customer Service","358c2334-0cec-4079-8013-ef3c20e96de3","VIKATARI","False","2025-01-21 06:52:32"
"Member Deals - Best Buy","8fa60be5-79e3-4cdb-a6d5-fb6852074811","BHAVANA916","False","2025-01-21 14:47:02"
"Best Buy | Official Online Store | Shop Now &amp; Save","675712af-3be6-457f-91d3-13f7e920006f","THOTARAVANA3","False","2025-01-21 19:48:01"
"Best Buy Top Deals","8b92da6f-7eff-43c0-b7e3-8599ac6a4cd6","NAGALAKSHMI529","False","2025-01-21 06:30:49"
"Schedule a Service - Best Buy","642986ef-928f-45e7-8228-4d8e73ef86a2","ANVITAD23","True","2025-01-21 20:02:53"
"Clearance Electronics Outlet - Best Buy","4dc0e758-8336-4386-9fb5-53ea3cc5f737","VIJAYCHIMATA","False","2025-01-21 01:10:43"
"Best Buy Top Deals","49e7141f-fa75-4b98-8bf3-3ae53ba8cf63","THOTARAVANA3","True","2025-01-21 03:55:37"
"Schedule a Service - Best Buy","a6bf35d3-5f55-4f4f-893b-ff535680547e","SHIVA005_ARCH","True","2025-01-21 03:54:45"
"Cart - Best Buy","b8552574-f80b-41ee-8653-b0ee82aa9129","NANDY_12","True","2025-01-21 12:26:13"
"Deal of the Day: Electronics Deals - Best Buy","c76b930d-6a59-48b4-a71f-9b88eb4a1695","VIJAYCHIMATA","False","2025-01-21 20:26:37"
"Clearance Electronics Outlet - Best Buy","f1a3573a-8837-43bb-9f5e-7a0b046e0baf","MANIDEEPBOYAPATI9","False","2025-01-21 05:48:59"
"Best Buy Top Deals","c7f3c53a-957e-4ccb-b323-554cc6fd36d8","SHIVA005_ARCH","True","2025-01-21 02:16:48"
"Remote Support: Geek Squad - Best Buy","ea3c5121-f54c-4a54-9a07-60b3428125be","RTUMMALA999","True","2025-01-21 03:32:47"
"Best Buy Top Deals","5cde3334-fd1f-419a-ab3e-3b634de125f0","NAGALAKSHMI529","False","2025-01-21 01:00:49"
"Best Buy | Official Online Store | Shop Now &amp; Save","52fc48c9-51cb-4239-af6e-1bae7dafa4cb","ABAGAM","False","2025-01-21 10:08:13"
"Best Buy | Official Online Store | Shop Now &amp; Save","2ffb6bf5-86c2-4809-bb46-ffb421ef6f6f","ANVITAD23","False","2025-01-21 07:14:50"
"Member Deals - Best Buy","9a3e0867-7f82-4aa8-83ea-af241c62ac16","NAGALAKSHMI529","False","2025-01-21 09:13:41"
"Clearance Electronics Outlet - Best Buy","624d26e1-7797-4413-8ecf-adf24ea7b661","ABAGAM","True","2025-01-21 18:00:02"
"Track Your Repair - Best Buy","bc6365ba-e888-4a5b-9c3b-dbd4a973ba5f","ABAGAM","False","2025-01-21 16:48:28"
"Deal of the Day: Electronics Deals - Best Buy","7c2fe7a8-8d5f-426c-8254-f4f247e94770","ABAGAM","True","2025-01-21 09:09:42"
"Schedule a Service - Best Buy","372cf731-2798-4634-ad1b-90d14901a63d","NANDY_12","False","2025-01-21 23:30:22"
"Best Buy Support & Customer Service","de21b027-3c65-4dcd-add9-739e062fc55b","RTUMMALA999","False","2025-01-21 06:48:10"
"Cart - Best Buy","2ae94f86-7486-4462-92ca-7cf9daceb1a9","NANDY_12","True","2025-01-21 14:21:07"
"Clearance Electronics Outlet - Best Buy","23c2e104-1ea7-49e3-b767-fc270e744620","VIKATARI","False","2025-01-21 05:10:54"
"Cart - Best Buy","bdbaf993-6ddc-4117-8c0c-09cc7ecfd4b0","ANVITAD23","True","2025-01-21 13:28:02"
"Best Buy Top Deals","ec7bb5ac-9ae0-47d5-aeba-d2a146bc08de","SRIBIGDATA24","True","2025-01-21 17:10:56"
"Member Deals - Best Buy","6f2ad1b8-d657-487c-9e0c-7ab41ebcf70e","BHAVANA916","False","2025-01-21 08:48:55"
"Clearance Electronics Outlet - Best Buy","aafad9de-7af4-4140-a75e-6d96cc928892","ANVITAD23","False","2025-01-21 03:55:33"
"Member Deals - Best Buy","6bc6209f-88af-4f6b-ad4f-8257134f8248","SRIKANTHPITTA18","True","2025-01-21 14:38:02"
"Best Buy Support & Customer Service","2ab18712-14e2-49c7-9526-52c23e74c38f","RTUMMALA999","True","2025-01-21 07:32:11"
"Best Buy Top Deals","ef2758f0-9e1b-44d6-aa1a-299b4682a5b2","SASI2025","True","2025-01-21 23:30:02"
"Deal of the Day: Electronics Deals - Best Buy","68f11ad3-59be-45c1-8d8e-482bd0be1f1a","BHAVANA916","True","2025-01-21 05:05:08"
"Clearance Electronics Outlet - Best Buy","6b7a493b-2f5e-4449-9cce-0808412d3aad","RTUMMALA999","True","2025-01-21 07:40:44"
"Best Buy Support & Customer Service","5205dd09-7128-4150-a54d-298f77a21509","VIKATARI","False","2025-01-21 03:34:47"
"Clearance Electronics Outlet - Best Buy","b0aca0c0-2d6e-46e3-85d6-ee3dde4335ce","SRIBIGDATA24","False","2025-01-21 02:31:53"
"Best Buy | Official Online Store | Shop Now &amp; Save","fb0fad04-8148-4776-94f4-ad4677035ef7","NANDY_12","False","2025-01-21 07:14:04"
"Member Deals - Best Buy","8570164f-dc05-46b5-8806-9c050b17dc19","BHAVANA916","False","2025-01-21 04:03:45"
"Member Deals - Best Buy","ee932754-dcf4-4cf6-a6ad-e3b113c9ef0a","SRIKANTHPITTA18","False","2025-01-21 17:31:50"
"Best Buy Support & Customer Service","c307be2f-9ea7-490d-91a7-1270ef767aa5","NANDY_12","True","2025-01-21 22:36:55"
"Track Your Repair - Best Buy","3e8cb31d-c5d4-438c-9068-9d8addf2910d","SASI2025","True","2025-01-21 06:18:23"
"Schedule a Service - Best Buy","72f411bb-5196-4a2e-be28-7fb01ab908ca","ANVITAD23","False","2025-01-21 06:32:14"
"Clearance Electronics Outlet - Best Buy","7146e0bc-9536-440f-bca6-c6ee7e547536","MANIDEEPBOYAPATI9","True","2025-01-21 11:29:16"
"Schedule a Service - Best Buy","9896dffe-d5ef-4fc3-b0ed-7581a417d4eb","VIKATARI","True","2025-01-21 05:09:03"
"Track Your Repair - Best Buy","fca3d04f-b191-4016-9295-0f462b0966d5","ANVITAD23","False","2025-01-21 09:18:12"
"Best Buy | Official Online Store | Shop Now &amp; Save","b5ca8704-5f68-44bc-b041-e3322a728a51","THOTARAVANA3","False","2025-01-21 13:32:02"
"Track Your Repair - Best Buy","75820b15-e5ca-4c59-9770-9071d9c2c167","SRIBIGDATA24","False","2025-01-21 12:21:09"
"Track Your Repair - Best Buy","90d56cdb-d8b0-43be-883a-402d6abe861d","SRIKANTHPITTA18","True","2025-01-21 18:15:05"
"Member Deals - Best Buy","9bcf3f74-a4cb-4c61-bee8-1fca3b1da120","VIKATARI","False","2025-01-21 05:29:19"
"Schedule a Service - Best Buy","70040b89-ea9e-45df-971d-36efa2090d11","BHAVANA916","False","2025-01-21 23:56:41"
"Best Buy Top Deals","05393cab-175a-48cb-8d59-b6cacf30a459","NAGALAKSHMI529","False","2025-01-21 20:43:06"
"Schedule a Service - Best Buy","0cf11bd2-f94f-4928-a1b4-29250b88ac93","SHIVA005_ARCH","False","2025-01-21 22:12:01"
"Member Deals - Best Buy","77cba281-701a-44d7-afce-ed83d47d0861","AMRUTHABOYAPATI","False","2025-01-21 07:54:01"
"Best Buy | Official Online Store | Shop Now &amp; Save","97d85629-bf43-4edf-9c10-aee4674d7918","VIJAYCHIMATA","False","2025-01-21 17:16:05"
"Track Your Repair - Best Buy","25a93901-4e43-4fcd-ba34-ea22b1fa1b0f","NAGALAKSHMI529","True","2025-01-21 09:19:14"
"Track Your Repair - Best Buy","603eb2c5-84c6-40af-a0e8-548ec6f62cb7","ABAGAM","True","2025-01-21 01:52:46"
"Track Your Repair - Best Buy","625081a0-8934-42e0-ab38-9d9e9cbfccbb","ABAGAM","True","2025-01-21 01:53:56"
"Cart - Best Buy","edca8e95-9d7c-4f58-b42f-ef67b67ee73d","VIKATARI","True","2025-01-21 09:51:47"
"Cart - Best Buy","2ff749ed-bdc1-4d10-867e-ee7ae43355d1","MANIDEEPBOYAPATI9","True","2025-01-21 21:46:22"
"Best Buy Support & Customer Service","55f792df-c32f-4998-a7c2-19f73a60a268","MANIDEEPBOYAPATI9","False","2025-01-21 06:33:47"
"Best Buy Support & Customer Service","77c3b6fe-a625-424e-813b-892c674fafdf","SHIVA005_ARCH","True","2025-01-21 13:36:13"
"Track Your Repair - Best Buy","0f6fa537-3425-4b82-a363-9c06945737cd","ABAGAM","True","2025-01-21 03:41:43"
"Cart - Best Buy","6f09f817-6808-48ac-ab94-ee4c42086d48","SRIBIGDATA24","False","2025-01-21 06:47:16"
"Schedule a Service - Best Buy","8ca5e363-d666-4a55-9f71-5c6e4235bac0","BHAVANA916","True","2025-01-21 19:35:49"
"Best Buy Support & Customer Service","fafe64f9-7120-40ac-9829-9e2646eabab6","VIJAYCHIMATA","False","2025-01-21 21:41:09"
"Best Buy Top Deals","18073ff3-b326-4095-8026-ccb8ff3f7413","AMRUTHABOYAPATI","False","2025-01-21 10:25:07"
"Remote Support: Geek Squad - Best Buy","e48ecfb5-3205-4b39-807d-72ef1be72da5","NAGALAKSHMI529","True","2025-01-21 21:06:49"
"Best Buy | Official Online Store | Shop Now &amp; Save","c9e8c41b-c144-4358-8432-0bfd02959df1","SASI2025","True","2025-01-21 11:24:51"
"Deal of the Day: Electronics Deals - Best Buy","b4255faf-3730-4f1e-b43e-4a6f569fa4eb","NAGALAKSHMI529","False","2025-01-21 20:24:48"
"Remote Support: Geek Squad - Best Buy","08188964-9493-471c-aea0-7e56c7690f79","SASI2025","True","2025-01-21 06:17:56"
"Best Buy Support & Customer Service","08d44d01-564a-43ca-ba9d-3eb5abfcd095","NAGALAKSHMI529","False","2025-01-21 06:24:50"
"Remote Support: Geek Squad - Best Buy","223a14f1-894f-4dc0-8ed1-cc640925e7f4","SASI2025","True","2025-01-21 12:11:11"
"Cart - Best Buy","9d7f14b3-a9f2-45cb-ac2e-319e0dfadc53","AMRUTHABOYAPATI","True","2025-01-21 19:17:31"
"Schedule a Service - Best Buy","47a6a60a-6287-4df1-8394-05cfb4866458","SRIBIGDATA24","False","2025-01-21 19:00:39"
"Track Your Repair - Best Buy","32963b02-4c1d-467f-b09e-f9b91e4f0899","RTUMMALA999","True","2025-01-21 15:21:43"
"Track Your Repair - Best Buy","342f69af-eb2c-4b3e-a8d8-d4b6c05c67c9","MANIDEEPBOYAPATI9","False","2025-01-21 14:40:55"
"Remote Support: Geek Squad - Best Buy","4b65b0f8-332d-412f-8f99-ac301fe691b0","MANIDEEPBOYAPATI9","True","2025-01-21 11:25:52"
"Member Deals - Best Buy","86a77dac-24fe-41bc-98e4-ffe6687a15b1","AMRUTHABOYAPATI","False","2025-01-21 02:15:32"
"Track Your Repair - Best Buy","d1696a5f-5db3-4969-a7c6-75208fbc3b7b","SRIBIGDATA24","False","2025-01-21 08:09:19"
"Clearance Electronics Outlet - Best Buy","b6e92699-ff74-4e58-a3ac-0a00008abe56","NAGALAKSHMI529","True","2025-01-21 06:55:22"
"Remote Support: Geek Squad - Best Buy","81580169-507b-44ce-aede-5997c7fb1abd","SRIKANTHPITTA18","False","2025-01-21 22:15:25"
"Best Buy | Official Online Store | Shop Now &amp; Save","ba5579e5-96c9-4e6b-a97e-5763a26bfd3a","SRIKANTHPITTA18","False","2025-01-21 01:46:55"
"Deal of the Day: Electronics Deals - Best Buy","a36bdc1e-d2a4-489d-b84b-aceee5969c8e","AMRUTHABOYAPATI","False","2025-01-21 23:45:15"
"Track Your Repair - Best Buy","24dc17cb-9b59-4bcd-8111-f860ad09655f","NANDY_12","True","2025-01-21 19:03:32"
"Remote Support: Geek Squad - Best Buy","18223f9b-ccfc-4234-9118-ffa81ca91fb2","SASI2025","False","2025-01-21 21:39:08"
"Track Your Repair - Best Buy","d92b7849-e92b-4261-9158-edf2d70fcef1","RTUMMALA999","False","2025-01-21 14:26:38"
"Best Buy | Official Online Store | Shop Now &amp; Save","8b89a84e-c876-46f5-ad1a-d066115bacac","MANIDEEPBOYAPATI9","False","2025-01-21 20:36:41"
"Clearance Electronics Outlet - Best Buy","cbe6953e-8f89-407e-854c-2698c3477b48","ABAGAM","False","2025-01-21 08:36:38"
"Cart - Best Buy","0adffe23-1b07-462d-ac39-1c752b2c0522","ABAGAM","True","2025-01-21 21:17:43"
"Member Deals - Best Buy","c9238240-7035-4d27-bfa5-429e8d1a96f3","AMRUTHABOYAPATI","True","2025-01-21 21:50:33"
"Best Buy Support & Customer Service","af15c6db-0abc-4c01-87cd-ae984b8f4f80","NANDY_12","True","2025-01-21 06:36:26"
"Best Buy Support & Customer Service","1ebe45ee-9a34-46b7-a1af-3e2f1c17ab5b","ABAGAM","False","2025-01-21 21:03:44"
"Remote Support: Geek Squad - Best Buy","f81ec882-69d9-4cec-9459-1e03838c87a2","RTUMMALA999","True","2025-01-21 14:37:42"
"Track Your Repair - Best Buy","0c557fee-b0d1-48da-834c-71e49785a817","NANDY_12","False","2025-01-21 06:44:53"
"Best Buy Top Deals","6e8b4615-2ce9-4e34-8ea7-4233078f3374","VIKATARI","False","2025-01-21 22:05:06"
"Deal of the Day: Electronics Deals - Best Buy","586abb05-06de-4307-b652-1354112285fe","ABAGAM","True","2025-01-21 11:16:52"
"Best Buy Support & Customer Service","4078a12b-392f-4313-b95c-ad7adbfa7b71","SRIBIGDATA24","True","2025-01-21 10:13:07"
"Member Deals - Best Buy","79c17af3-a9d7-4e4e-aa1b-c11f220f0bf2","THOTARAVANA3","False","2025-01-21 08:29:39"
"Deal of the Day: Electronics Deals - Best Buy","e2c83e2d-aba4-40c7-a9a3-9cf372c46511","VIJAYCHIMATA","False","2025-01-21 11:26:08"
"Best Buy Support & Customer Service","8236c604-75fd-4b0c-ab65-940cce394658","NAGALAKSHMI529","False","2025-01-21 15:02:12"
"Schedule a Service - Best Buy","0c9d8de1-ff10-4437-b36a-cc98da98aeda","MANIDEEPBOYAPATI9","False","2025-01-21 07:33:32"
"Deal of the Day: Electronics Deals - Best Buy","99cfabd4-2e85-40fc-abf8-e0aabbd1712d","BHAVANA916","False","2025-01-21 23:11:17"
"Deal of the Day: Electronics Deals - Best Buy","cde24197-3b05-4367-a992-2e7f5125146b","BHAVANA916","False","2025-01-21 04:27:20"
"Track Your Repair - Best Buy","f2305324-962f-4c75-9136-92d52beeb4a4","SHIVA005_ARCH","True","2025-01-21 23:42:50"
"Schedule a Service - Best Buy","c657ce5c-3a98-4f83-bc6b-05196d89ced4","MANIDEEPBOYAPATI9","False","2025-01-21 10:02:16"
